index,band,grade,source_kind,issues,relative_path,display_topic,problem_text,expressions,computed_answer,matched_choice,validation_status,solver_name,source_preview
665,초등,6,pdf_capture,ocr_noise_high|solve_failed|card_needs_review,02.학습문제/05.문제은행/01.초등/6학년/원문PDF캡처/skai/skai_g6_03_01_[초6]_진단평가_1회/skai_g6_03_01_[초6]_진단평가_1회_page_004_tile_r2_c1.png,fraction_ratio,"5) 6) 8, 15, 16 m0 (EB) > (ar 이 이오 3] > (ae aa] 8) 은 9) 2ke m0(% 3) > (ae ae a(t 3) ~ (ie 글 3 5 9 10 g) 28ke",,,,failed,arithmetic_solver,"5) 6) 8, 15, 16 m0 (EB) > (ar 이 이오 3] > (ae aa] 8) 은 9) 2ke m0(% 3) > (ae ae a(t 3) ~ (ie 글 3 5 9 10 g) 28ke 5) 6) 8, 15, 16 m0 (EB) > (ar 이 이오 3] > (ae aa] 8) 은 9) 2ke m0(% 3) > (ae ae a(t 3) ~ (ie 글 3 5 9 10 g) 28ke..."
666,초등,6,pdf_capture,solve_failed|card_needs_review,02.학습문제/05.문제은행/01.초등/6학년/원문PDF캡처/skai/skai_g6_03_01_[초6]_진단평가_1회/skai_g6_03_01_[초6]_진단평가_1회_page_004_tile_r3_c1.png,linear_equation,13) 1ixg= 2*3=B-58,13) 1ixg= 2*3=B-58,,,failed,arithmetic_solver,"13) 1ixg= 2*3=B-58 0) © 1) 44, 32.7, 40, 35 2) 5200, 5100, 5200 15 . 3 45 _ 5 3) 1gx3= 4x To 3 4) 12kg 5) 5cm 202 10) © 11) 44, 32.7, 40, 35 12) 5200, 5100, 5200 13) 1ixg= 2x 3=B-58 14) 12kg 15) 5cm 0) © 1) 44, 32.7, ..."
680,중등,1,generated_auto,ocr_noise_high,02.학습문제/05.문제은행/00.자동검증/02.중등/1학년/변화와 관계/좌표평면과 그래프/middle_g01_003_easy_table_function.png,coordinate_geometry,* = 2일 때 의 값을 구하시오,answer=6; x=2,6,,verified,table_lookup_solver,* = 2일 때 의 값을 구하시오 중등 1학년 ㆍ좌표평면과 그래프ㆍ기본 table - function 아래 표는 일차함수 / = ax + 『의 일부입니다. * = 2일 때 의 값을 구하시오 x 1 2 3 4 y 1 6 1 16 중등 ]학년ㆍ좌표평면과 그래프ㆍ기본 table - function 아래 HE 일차함수 / = ax + #의 일부입니다. * = 2일 때 의 값을 구하시오. . 중...
681,중등,1,generated_auto,ocr_noise_high,02.학습문제/05.문제은행/00.자동검증/02.중등/1학년/변화와 관계/좌표평면과 그래프/middle_g01_008_easy_table_function.png,coordinate_geometry,* = 4일 때 의 값을 구하시오,answer=5; x=4; table_row_2 -1 1 3 5,5,"ㄱ 1 1 3 5
x= 4일 때 \의 값을 구하시오.
. 중등 학년 ㆍ좌표평면과 그래프 ㆍ기본 table « function
아래 HE 일차함수 / = ax + #의 일부입니다.
* = 4일 때 의 값을 구하시오.
table_row_1 1 2 3
table_row_2 -1 1 3 5",verified,table_lookup_solver,* = 4일 때 의 값을 구하시오 중등 1학년 ㆍ좌표평면과 그래프ㆍ기본 table - function 아래 표는 일차함수 / = ax + #의 일부입니다. x = 4일 때 \의 값을 구하시오 * 1 2 3 4 y ㄱ1 1 3 5 x= 4일 때 \의 값을 구하시오. . 중등 학년 ㆍ좌표평면과 그래프 ㆍ기본 table « function 아래 HE 일차함수 / = ax + #의 일부입니다....
682,중등,1,generated_auto,ocr_noise_high,02.학습문제/05.문제은행/00.자동검증/02.중등/1학년/변화와 관계/좌표평면과 그래프/middle_g01_013_easy_table_function.png,coordinate_geometry,* = 1일 때 의 값을 구하시오,answer=1; x=1,1,,verified,table_lookup_solver,* = 1일 때 의 값을 구하시오 중등 1학년 ㆍ좌표평면과 그래프ㆍ기본 table - function 아래 표는 일차함수 / = ax + 『의 일부입니다. * = 1일 때 \의 값을 구하시오 x 1 2 3 4 y 1 3 5 7 아래 표는 일차함수 / = ax + #의 일부입니다. * = 1일 때 \의 KS 구하시오. . 중등 학년 ㆍ좌표평면과 그래프 ㆍ기본 table « function...
683,중등,1,generated_auto,ocr_noise_high,02.학습문제/05.문제은행/00.자동검증/02.중등/1학년/변화와 관계/좌표평면과 그래프/middle_g01_018_easy_table_function.png,coordinate_geometry,* = 4일 때 의 값을 구하시오,answer=9; x=4,9,,verified,table_lookup_solver,* = 4일 때 의 값을 구하시오 중등 1학년 ㆍ좌표평면과 그래프ㆍ기본 table - function 아래 표는 일차함수 / = ax + #의 일부입니다. x = 4일 때 \의 값을 구하시오 * 1 2 3 4 3 5 7 9 x= 4일 때 \의 값을 구하시오. . 중등 학년 ㆍ좌표평면과 그래프 ㆍ기본 table « function 아래 HE 일차함수 / = ax + #의 일부입니다. * ...
700,중등,1,generated_curriculum,ocr_noise_high,02.학습문제/05.문제은행/02.중등/1학년/변화와 관계/좌표평면과 그래프/middle_g01_003_easy_table_function.png,coordinate_geometry,* = 2일 때 의 값을 구하시오,answer=6; x=2,6,,verified,table_lookup_solver,* = 2일 때 의 값을 구하시오 중등 1학년 ㆍ좌표평면과 그래프ㆍ기본 table - function 아래 표는 일차함수 / = ax + 『의 일부입니다. * = 2일 때 의 값을 구하시오 x 1 2 3 4 y 1 6 1 16 중등 ]학년ㆍ좌표평면과 그래프ㆍ기본 table - function 아래 HE 일차함수 / = ax + #의 일부입니다. * = 2일 때 의 값을 구하시오. . 중...
701,중등,1,generated_curriculum,ocr_noise_high,02.학습문제/05.문제은행/02.중등/1학년/변화와 관계/좌표평면과 그래프/middle_g01_008_easy_table_function.png,coordinate_geometry,* = 4일 때 의 값을 구하시오,answer=5; x=4; table_row_2 -1 1 3 5,5,"ㄱ 1 1 3 5
x= 4일 때 \의 값을 구하시오.
. 중등 학년 ㆍ좌표평면과 그래프 ㆍ기본 table « function
아래 HE 일차함수 / = ax + #의 일부입니다.
* = 4일 때 의 값을 구하시오.
table_row_1 1 2 3
table_row_2 -1 1 3 5",verified,table_lookup_solver,* = 4일 때 의 값을 구하시오 중등 1학년 ㆍ좌표평면과 그래프ㆍ기본 table - function 아래 표는 일차함수 / = ax + #의 일부입니다. x = 4일 때 \의 값을 구하시오 * 1 2 3 4 y ㄱ1 1 3 5 x= 4일 때 \의 값을 구하시오. . 중등 학년 ㆍ좌표평면과 그래프 ㆍ기본 table « function 아래 HE 일차함수 / = ax + #의 일부입니다....
702,중등,1,generated_curriculum,ocr_noise_high,02.학습문제/05.문제은행/02.중등/1학년/변화와 관계/좌표평면과 그래프/middle_g01_013_easy_table_function.png,coordinate_geometry,* = 1일 때 의 값을 구하시오,answer=1; x=1,1,,verified,table_lookup_solver,* = 1일 때 의 값을 구하시오 중등 1학년 ㆍ좌표평면과 그래프ㆍ기본 table - function 아래 표는 일차함수 / = ax + 『의 일부입니다. * = 1일 때 \의 값을 구하시오 x 1 2 3 4 y 1 3 5 7 아래 표는 일차함수 / = ax + #의 일부입니다. * = 1일 때 \의 KS 구하시오. . 중등 학년 ㆍ좌표평면과 그래프 ㆍ기본 table « function...
703,중등,1,generated_curriculum,ocr_noise_high,02.학습문제/05.문제은행/02.중등/1학년/변화와 관계/좌표평면과 그래프/middle_g01_018_easy_table_function.png,coordinate_geometry,* = 4일 때 의 값을 구하시오,answer=9; x=4,9,,verified,table_lookup_solver,* = 4일 때 의 값을 구하시오 중등 1학년 ㆍ좌표평면과 그래프ㆍ기본 table - function 아래 표는 일차함수 / = ax + #의 일부입니다. x = 4일 때 \의 값을 구하시오 * 1 2 3 4 3 5 7 9 x= 4일 때 \의 값을 구하시오. . 중등 학년 ㆍ좌표평면과 그래프 ㆍ기본 table « function 아래 HE 일차함수 / = ax + #의 일부입니다. * ...
708,중등,1,pdf_capture,ocr_noise_high|expression_missing|topic_unknown|card_topic_unknown,02.학습문제/05.문제은행/02.중등/1학년/원문PDF캡처/amy_middle/amy_middle_g1_01_1단원_수와_연산_1/amy_middle_g1_01_1단원_수와_연산_1_page_004.png,unknown,정답 및 해설 278쪽,,278,,verified,arithmetic_solver,"정답 및 해설 278쪽 순비하2 *소인수분해는 어떻게 할까? *소인수분해를 이용하여 최대공약수와 최소공배수를 어떻게 구할까? 정답 및 해설 278쪽 공약수: 두 수의 공동인 약수 1. 두 수 12, 18의 약수를 각각 구하고, 공약수와 최대공약수: 두 수의 공약수 중에서 최대공약수를 구하시오. 가장큰 수 (1) 129] 약수 (2) 182] 약수 (3) 122) 182] 공약수 (4) ..."
709,중등,1,pdf_capture,solve_failed|card_needs_review,02.학습문제/05.문제은행/02.중등/1학년/원문PDF캡처/amy_middle/amy_middle_g1_01_1단원_수와_연산_1/amy_middle_g1_01_1단원_수와_연산_1_page_004_tile_r1_c1.png,radical_power,*ㆍ소수와 거듭제곱이란 무엇일까?,,,,failed,arithmetic_solver,*ㆍ소수와 거듭제곱이란 무엇일까? 수비하7 *ㆍ소수와 거듭제곱이란 무엇일까? *소인수분해는 어떻게 할까? *ㆍ소인수분해를 이용하여 최대공약수와 3 ㆍ소인수분해를 이용하여 최대공약수와 3 수비하7 *ㆍ소수와 거듭제곱이란 무엇일까? *소인수분해는 어떻게 할까? *ㆍ소인수분해를 이용하여 최대공약수와 3 ㆍ소인수분해를 이용하여 최대공약수와 3
710,중등,1,pdf_capture,ocr_noise_high|expression_missing|topic_unknown|card_topic_unknown,02.학습문제/05.문제은행/02.중등/1학년/원문PDF캡처/amy_middle/amy_middle_g1_01_1단원_수와_연산_1/amy_middle_g1_01_1단원_수와_연산_1_page_004_tile_r1_c2.png,unknown,정답 및 해설 278쪽,,278,,verified,arithmetic_solver,"정답 및 해설 278쪽 정답 및 해설 278쪽 1. 두 수 12, 18의 약수를 22) 구하고, 공약수와 최대공약수를 구하시오. (1) 122] 약수 (2) 182] 약수 1. 두 수 12, 18의 약수를 각각 구하고, 공약수와 (1) 129] 약수 (2) 189] 약수 (2) 18의 약수 _ 정답 및 해설 278쪽 1. 두 수 12, 18의 약수를 22) 구하고, 공약수와 최대공약수를..."
712,중등,1,pdf_capture,ocr_noise_high|expression_missing|solve_failed|answer_missing|topic_unknown|card_needs_review|card_topic_unknown,02.학습문제/05.문제은행/02.중등/1학년/원문PDF캡처/amy_middle/amy_middle_g1_01_1단원_수와_연산_1/amy_middle_g1_01_1단원_수와_연산_1_page_004_tile_r2_c2.png,unknown,"구하고, 공배수와 최소공배수를 구하시오",,,,failed,arithmetic_solver,"구하고, 공배수와 최소공배수를 구하시오 30Lory 그 oy (4) 129) 18의 최대공약수 2. 두 수 4, 6의 배수를 작은 것부터 각각 6개씩 구하고, 공배수와 최소공배수를 구하시오. (1) 42) 배수 (2) 62 배수 (3) 4와 62] 공배수 (4) 49) 6의 최소공배수 3. 다음 두 수의 최대공약수와 최소공배수를 구하시오. 00 15, 18 (2) 16, 24 (1) 4..."
714,중등,1,pdf_capture,ocr_noise_high|solve_failed|card_needs_review,02.학습문제/05.문제은행/02.중등/1학년/원문PDF캡처/amy_middle/amy_middle_g1_01_1단원_수와_연산_1/amy_middle_g1_01_1단원_수와_연산_1_page_004_tile_r3_c2.png,sequence,an be 르그 Re CaN ire Lee LAS Meee A Wh Ne lets ae eee UN Teh DN 여 방가 Rage aN ep epee) Cer A pom 2 - 미자 시,,,,failed,arithmetic_solver,"an be 르그 Re CaN ire Lee LAS Meee A Wh Ne lets ae eee UN Teh DN 여 방가 Rage aN ep epee) Cer A pom 2 - 미자 시 ㅇ …ㅇㅠㅇㅠㅇㅠㅠㅇㅠㅇㅠㅇ0000 ㅇ ㅠ…ㅇㅠㅇㅠㅇㅇㅠㅇㅠㅇㅠㅠㅇㅠㅇㅠㅇ0ㅠ-0 - - --o 1 2. --o 1cessosesntonesen = “38z ev"" e* an be 르그 Re CaN ir..."
715,중등,1,pdf_capture,ocr_noise_high|expression_missing|card_needs_review,02.학습문제/05.문제은행/02.중등/1학년/원문PDF캡처/amy_middle/amy_middle_g1_01_1단원_수와_연산_1/amy_middle_g1_01_1단원_수와_연산_1_page_005.png,arithmetic,"a 13=1% 13, 17=1*17에서 13, r",,17,,verified,arithmetic_solver,"a 13=1% 13, 17=1*17에서 13, r AO|AH=s a 13=1% 13, 17=1*17에서 13, r "" 은 13) 자기 자신반의 ox | 제 "" 17은 1과 자기 a 만 | a = a f i | 만 표현되는 수이다. 이러한 수들은 수학 be’, Vd ) 자들의 탐구의 dogo ieeas ㅣ: 4 | i 있는 암호를 만드는 데 이용되기도 한다. ee | \ 2 . ㅅㅅ *%..."
717,중등,1,pdf_capture,ocr_noise_high|solve_failed|topic_unknown|card_needs_review|card_topic_unknown,02.학습문제/05.문제은행/02.중등/1학년/원문PDF캡처/amy_middle/amy_middle_g1_01_1단원_수와_연산_1/amy_middle_g1_01_1단원_수와_연산_1_page_005_tile_r1_c2.png,unknown,"2 수학 - # Mm , 01 1 > a9 - 해 | 때 +B 소인수분해할 수 있다. 서 19. | 도 24g | oY 4E| : | 서 13, = 금융 3할 수",,,,failed,arithmetic_solver,"2 수학 - # Mm , 01 1 > a9 - 해 | 때 +B 소인수분해할 수 있다. 서 19. | 도 24g | oY 4E| : | 서 13, = 금융 3할 수 2 수학 - # Mm , 01 \d 1 > a9 - 해 | 때 +B 소인수분해할 수 있다. 서 19. | 도 24g | oY 4E| : | 서 13, = 금융 3할 수 2 수학 - # Mm , 01 \d 1 > a9 - 해 |..."
718,중등,1,pdf_capture,ocr_noise_high|topic_unknown|card_topic_unknown,02.학습문제/05.문제은행/02.중등/1학년/원문PDF캡처/amy_middle/amy_middle_g1_01_1단원_수와_연산_1/amy_middle_g1_01_1단원_수와_연산_1_page_005_tile_r2_c1.png,unknown,두 명이 한 SEO] 되어 2부터 1 같은 규칙으로 놀이를 하여 보자. 6 카드를 슷자가 보이도록 펼; Eun 두 명이 한 모돔이 되어 2 1,,0.600000000000000,,verified,arithmetic_solver,두 명이 한 SEO] 되어 2부터 1 같은 규칙으로 놀이를 하여 보자. 6 카드를 슷자가 보이도록 펼; Eun 두 명이 한 모돔이 되어 2 1 두 명이 한 SEO] 되어 2부터 1 같은 규칙으로 놀이를 하여 보자. 6@ 카드를 슷자가 보이도록 펼; Eun 두 명이 한 모돔이 되어 2 1 두 명이 한 SEO] 되어 2부터 1 같은 규칙으로 놀이를 하여 보자. 6@ 카드를 슷자가 보이도록 ...
719,중등,1,pdf_capture,expression_missing|solve_failed|answer_missing|topic_unknown|card_needs_review|card_topic_unknown,02.학습문제/05.문제은행/02.중등/1학년/원문PDF캡처/amy_middle/amy_middle_g1_01_1단원_수와_연산_1/amy_middle_g1_01_1단원_수와_연산_1_page_005_tile_r2_c2.png,unknown,1까지 자연수가 적혀 있는 10장의 카드를 가지고 다음과 4 놓는다. +. 1까지 자연수가 적혀 있는 10장의 카드를 가지고 다음괴 1,,,,failed,arithmetic_solver,1까지 자연수가 적혀 있는 10장의 카드를 가지고 다음과 4 놓는다. +. 1까지 자연수가 적혀 있는 10장의 카드를 가지고 다음괴 1 1까지 자연수가 적혀 있는 10장의 카드를 가지고 다음과 4 놓는다. +. 1까지 자연수가 적혀 있는 10장의 카드를 가지고 다음괴 1. 1까지 자연수가 적혀 있는 10장의 카드를 가지고 다음과 4 놓는다. +. 1까지 자연수가 적혀 있는 10장의 카드...
720,중등,1,pdf_capture,ocr_noise_high|solve_failed|topic_unknown|card_needs_review|card_topic_unknown,02.학습문제/05.문제은행/02.중등/1학년/원문PDF캡처/amy_middle/amy_middle_g1_01_1단원_수와_연산_1/amy_middle_g1_01_1단원_수와_연산_1_page_005_tile_r3_c1.png,unknown,"ㄷㄷ 3DAT A Tt ZIT (1) 위와 같은 규칙으로 친구와 S 내가 가져간 카드에 카드에 2 2 1.2 (2) 위의 놀이에서 이길 수 있는 4 12 1. 수와 연산 () 위와 같은 규칙으로 친구와 놀 2 1,2 2) 위의 놀이에서 이길 수 있는 \ 12 1. #2) Hat (1) 위와 같은 규칙으로 친구와 놈 (2) $9] 놀이에서 이길 수 있는 \",,,,failed,arithmetic_solver,"ㄷㄷ 3DAT A Tt ZIT (1) 위와 같은 규칙으로 친구와 S 내가 가져간 카드에 카드에 2 2 1.2 (2) 위의 놀이에서 이길 수 있는 4 12 1. 수와 연산 () 위와 같은 규칙으로 친구와 놀 2 1,2 2) 위의 놀이에서 이길 수 있는 \ 12 1. #2) Hat (1) 위와 같은 규칙으로 친구와 놈 (2) $9] 놀이에서 이길 수 있는 \ ㄷㄷ 3DAT A Tt ZIT ..."
721,중등,1,pdf_capture,ocr_noise_high|topic_unknown|card_topic_unknown,02.학습문제/05.문제은행/02.중등/1학년/원문PDF캡처/amy_middle/amy_middle_g1_01_1단원_수와_연산_1/amy_middle_g1_01_1단원_수와_연산_1_page_005_tile_r3_c2.png,unknown,"1a 친구가 가져간카드에| 카드에 적혀 = 약수 적혀있는수 - | 있는 수의 모든 약수 4 1.24 = of 적혀있는수 ㅣ 있는 수의 도든 약수 4 1,2,4",,41.2400000000000,,verified,arithmetic_solver,"1a 친구가 가져간카드에| 카드에 적혀 = 약수 적혀있는수 - | 있는 수의 모든 약수 4 1.24 = of 적혀있는수 ㅣ 있는 수의 도든 약수 4 1,2,4 1a 친구가 가져간카드에| 카드에 적혀 = 약수 적혀있는수 - | 있는 수의 모든 약수 4 1.24 = of 적혀있는수 ㅣ 있는 수의 도든 약수 4 1,2,4 1a 친구가 가져간카드에| 카드에 적혀 = 약수 적혀있는수 - | 있는..."
722,중등,1,pdf_capture,ocr_noise_high|expression_missing|topic_unknown|card_topic_unknown,02.학습문제/05.문제은행/02.중등/1학년/원문PDF캡처/amy_middle/amy_middle_g1_01_1단원_수와_연산_1/amy_middle_g1_01_1단원_수와_연산_1_page_006.png,unknown,가 Tekst 것이다. 이것 느 = GD 32 33 34 35 36BD 38 39 40,,3233343536,,verified,arithmetic_solver,"가 Tekst 것이다. 이것 느 = GD 32 33 34 35 36BD 38 39 40 활동하의 놀이에서 이기려면 23, 3, 5, 7, 11과 같이 약수가 1과 자기 자신뿐인 CIS 소수도 OID, ofa) 같이 1보다 큰 자연수 중에서 1과 자기 자신만을 약수로 가지는 수를 소수 한편 4나 6과 같이 1보다 큰 자연수 중에서 소수가 아닌 수를 합성수라고 한다. 4, 합성수는 1과 자..."
723,중등,1,pdf_capture,solve_failed|topic_unknown|card_needs_review|card_topic_unknown,02.학습문제/05.문제은행/02.중등/1학년/원문PDF캡처/amy_middle/amy_middle_g1_01_1단원_수와_연산_1/amy_middle_g1_01_1단원_수와_연산_1_page_006_tile_r1_c1.png,unknown,"활동하#/의 놀이에서 이기 IS 소수도 OID, 이와 같이 1보다 큰 자연 Beeson 라고 한다. 따라서 소수는 6 한편 4나 6과 같이 1보다 즉, 합성수는 1과 자기 자신 ase (1) 132 약수가 1과 13뿐이 O12 소수도 아니고, 이와 같이 1보다 큰 자연: 4, WIFE 1과 자기 자신 (1) 13은 약수가 1과 13뿐이 활동하?/의 놀이에서 이기 DiS ASE 아니고 이...",,,,failed,arithmetic_solver,"활동하#/의 놀이에서 이기 IS 소수도 OID, 이와 같이 1보다 큰 자연 Beeson 라고 한다. 따라서 소수는 6 한편 4나 6과 같이 1보다 즉, 합성수는 1과 자기 자신 ase (1) 132 약수가 1과 13뿐이 O12 소수도 아니고, 이와 같이 1보다 큰 자연: 4, WIFE 1과 자기 자신 (1) 13은 약수가 1과 13뿐이 활동하?/의 놀이에서 이기 DiS ASE 아니고 이..."
724,중등,1,pdf_capture,topic_unknown|card_topic_unknown,02.학습문제/05.문제은행/02.중등/1학년/원문PDF캡처/amy_middle/amy_middle_g1_01_1단원_수와_연산_1/amy_middle_g1_01_1단원_수와_연산_1_page_006_tile_r1_c2.png,unknown,= 중에서 1과 자기 자신만을 약수로 가지는 수를 소수,,1,,verified,arithmetic_solver,"= 중에서 1과 자기 자신만을 약수로 가지는 수를 소수 려면 2, 3, 5, 7, 11과 같이 약수가 1과 자기 자신뿐인 = 중에서 1과 자기 자신만을 약수로 가지는 수를 소수 이외의 또 다른 약수를 가지는 수로서 약수가 3개 이상 = SoA 1과 자기 자신만을 약수로 가지는 수를 소수 려면 2. 3, 5, 7, 11과 같이 약수가 1과 자기 자신뿐인 수 중에서 1과 자기 자신만을 약수..."
725,중등,1,pdf_capture,expression_missing|solve_failed|answer_missing|topic_unknown|card_needs_review|card_topic_unknown,02.학습문제/05.문제은행/02.중등/1학년/원문PDF캡처/amy_middle/amy_middle_g1_01_1단원_수와_연산_1/amy_middle_g1_01_1단원_수와_연산_1_page_006_tile_r2_c1.png,unknown,(2) 8은 약수가 1과 8 이외어 1 다음 수를 소수와 합성수로 구 = 나는 친구와 함께 1부터 407 = 한다. (3) 8은 약수가 1과 8 이외어 1 다음 수를 소수와 합성수로 구!,,,,failed,arithmetic_solver,(2) 8은 약수가 1과 8 이외어 1 다음 수를 소수와 합성수로 구 = 나는 친구와 함께 1부터 407 = 한다. (3) 8은 약수가 1과 8 이외어 1 다음 수를 소수와 합성수로 구! (2) 8은 약수가 1과 8 이외어 1 다음 수를 소수와 합성수로 구 = 나는 친구와 함께 1부터 407 = 한다. (3) 8은 약수가 1과 8 이외어 1 다음 수를 소수와 합성수로 구! (2) 8은 ...
726,중등,1,pdf_capture,ocr_noise_high|topic_unknown|card_needs_review|card_topic_unknown,02.학습문제/05.문제은행/02.중등/1학년/원문PDF캡처/amy_middle/amy_middle_g1_01_1단원_수와_연산_1/amy_middle_g1_01_1단원_수와_연산_1_page_006_tile_r2_c2.png,unknown,| 2와 4도 있으므로[_]이다. 0 17 35 41 43 57 | | 29) 4도 있으므로[ 이다. 0 17 35 41 43 57 | 2와 4도 있으므로 이다,,0.0173541435700000,,verified,arithmetic_solver,| 2와 4도 있으므로[_]이다. 0 17 35 41 43 57 | | 29) 4도 있으므로[ 이다. 0 17 35 41 43 57 | 2와 4도 있으므로 이다 | 2와 4도 있으므로[_]이다. 0 17 35 41 43 57 | | 29) 4도 있으므로[ 이다. 0 17 35 41 43 57 | 2와 4도 있으므로 이다. | 2와 4도 있으므로[_]이다. 0 17 35 41 43 57 ...
727,중등,1,pdf_capture,ocr_noise_high|solve_failed|card_needs_review,02.학습문제/05.문제은행/02.중등/1학년/원문PDF캡처/amy_middle/amy_middle_g1_01_1단원_수와_연산_1/amy_middle_g1_01_1단원_수와_연산_1_page_006_tile_r3_c1.png,arithmetic,Seat EN ares aA =m,,,,failed,arithmetic_solver,"Seat EN ares aA =m 구든족과 같이 소수를 것 = 고; 는 방법은 에라토스테네 @1부더 40까지의 수를 적 A(Eratosthenes, @ ASE 1보다 큰 수이므 B.C. 275~B.C, 194?) 운다 가 고안한 것이다. 이것 3 | 비슷하다고 하여 '에라토 를 남기고, 친구는 2의 비 ~ 4 모두 지운다. ~. 0 Seat EN ares aA =m 는 방법은 에라투스터..."
728,중등,1,pdf_capture,ocr_noise_high|solve_failed|topic_unknown|card_needs_review|card_topic_unknown,02.학습문제/05.문제은행/02.중등/1학년/원문PDF캡처/amy_middle/amy_middle_g1_01_1단원_수와_연산_1/amy_middle_g1_01_1단원_수와_연산_1_page_006_tile_r3_c2.png,unknown,"+ [206 4640884 1 수1을지 |G) 2G 4 16 16028. 26 21 2009 24 25 26 27 28 29) 30 ao x5 6030 38 34 35 36GD 38 30 40 작은 수 2 작은 수 3을 남기고, 친구는 3의 배수를 모두 지운다. 께 1부터 100까지의 자연수 중에서 소수를 찾아보자. 1.소인수분내 13 000 140097400.400 00) 1 수1을지...",,,,failed,arithmetic_solver,"+ [206 4640884 1 수1을지 |G) 2G 4 16 16028. 26 21 2009 24 25 26 27 28 29) 30 ao x5 6030 38 34 35 36GD 38 30 40 작은 수 2 작은 수 3을 남기고, 친구는 3의 배수를 모두 지운다. 께 1부터 100까지의 자연수 중에서 소수를 찾아보자. 1.소인수분내 13 000 140097400.400 00) 1 수1을지..."
729,중등,1,pdf_capture,ocr_noise_high,02.학습문제/05.문제은행/02.중등/1학년/원문PDF캡처/amy_middle/amy_middle_g1_01_1단원_수와_연산_1/amy_middle_g1_01_1단원_수와_연산_1_page_007.png,arithmetic,answer=5,answer=5; 2 2*2,5,,verified,table_lookup_solver,"answer=5 다고 할 때 다음 표는 박테리아 1마리가 점점 늘어나는 것을 나타낸다. 빈칸에 알맞은 것을 써넣어 보자. 시간 1시간 후 | 2시간 후 | 3시간 후 | 4시간 후 2 2x2 AP 열기에서 박테리아의 수는 2S 여러 번 곱하여 나타낼 수 있다. 이처럼 같은 2x2=2), 2x2x2=2°, 2x2x2xK2=2' + 이때 2”은 3의 제곱, 2°S 2의 세제곱, 2은 22]..."
731,중등,1,pdf_capture,weak_problem_text|ocr_noise_high|topic_unknown|card_topic_unknown,02.학습문제/05.문제은행/02.중등/1학년/원문PDF캡처/amy_middle/amy_middle_g1_01_1단원_수와_연산_1/amy_middle_g1_01_1단원_수와_연산_1_page_007_tile_r1_c2.png,unknown,7 =,7 =,7,,verified,arithmetic_solver,7 = 7 = 는 2를 여러 번 곱하여 나타냄 수 있다. 이처럼 같은 간 후 | 4시간 후 - ~ < . - ~~/ 는 2를 여러 번 곱하여 나타낼 수 있다. 이처럼 같은 7 = 간 후 | 4시간 후 - ~ < . - ~~/
732,중등,1,pdf_capture,ocr_noise_high,02.학습문제/05.문제은행/02.중등/1학년/원문PDF캡처/amy_middle/amy_middle_g1_01_1단원_수와_연산_1/amy_middle_g1_01_1단원_수와_연산_1_page_007_tile_r2_c1.png,linear_equation,"2*2=2', 2","2*2=2', 2",4,,verified,safe_eval_solver,"2*2=2', 2 2x2=2), 2 3번 이때 2°2 29] 제곱, 2""은 2: …으로 읽고, 2? 2”, 2, …을 한다. (단, 2'=2로 정한다.) 여기서 곱하는 수 2를 거듭: 나타내는 수 2, 3, 4, …를 7 개 7 이때 222 29) 제곱, 2°2 2: …으로 읽고, 2 2"", 2, …을 수를 여러 번 곱할 때 곱하는 - 2x2=2', 2 2번 ~ 이때 2“은 2의 제곱,..."
733,중등,1,pdf_capture,ocr_noise_high,02.학습문제/05.문제은행/02.중등/1학년/원문PDF캡처/amy_middle/amy_middle_g1_01_1단원_수와_연산_1/amy_middle_g1_01_1단원_수와_연산_1_page_007_tile_r2_c2.png,logarithm,"x2*2=2°, 2*2*2*2=2' …","x2*2=2°, 2*2*2*2=2' …",16,,verified,arithmetic_solver,"x2*2=2°, 2*2*2*2=2' … 9) 곱한 횟수를 이용하여 다음과 같이 간단히 나타 x2x2=2°, 2x2x2x2=2' … | 세제곱, 2° 22) 네제곱, 42 통틀어 29] 거듭제곱이라고 2 세곱의 밑, 2S 곱한 횟수를 2 X2x2=2) 2x2xK2xK2=2' … -3번 4번 | 세제곱, 22 29) 네제곱, 통틀어 29] 거듭제곱이라고 2"" *2*2=2"" 2x2x2x2=2..."
734,중등,1,pdf_capture,ocr_noise_high|solve_failed|answer_missing|card_needs_review,02.학습문제/05.문제은행/02.중등/1학년/원문PDF캡처/amy_middle/amy_middle_g1_01_1단원_수와_연산_1/amy_middle_g1_01_1단원_수와_연산_1_page_007_tile_r3_c1.png,logarithm,002*2*2*2*7*7?7,002*2*2*2*7*7?7,,,failed,arithmetic_solver,"002*2*2*2*7*7?7 (00 3*3*5*5*5를 거듭제3 2 다음 수를 거듭제곱을 사용하여 L 002*2*2*2*7*7?7 14 1. 수와연산 (1) Poy 밑은 [ |, 지수는 (2)3X3x5x5x5S 거듭제: 14 1. #2) 연산 pen (1) SOA] 밑은| ], 지수는 | | (0 3*3*5*5*5를 거듭제- 2 다음 수를 거듭제곱을 사용하여 ㄴ (1)2*2*2*2*7*..."
